peptide_id	GO_id	GO_Def	Evalues
Eucgr.E03935.1.p	GO:0005507,GO:0016491,GO:0055114	GO:0005507[copper ion binding]; GO:0016491[oxidoreductase activity]; GO:0055114[oxidation-reduction process]	GO:0005507[4.7e-40]; GO:0016491[2.8e-42]; GO:0055114[2.8e-42]
Eucgr.E03940.1.p	GO:0006468,GO:0005515,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0005515[protein binding]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[1.6e-44]; GO:0005515[9.8e-43]; GO:0004672[1.6e-44]; GO:0005524[1.6e-44]
Eucgr.E03942.1.p	GO:0006468,GO:0005515,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0005515[protein binding]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[2.1e-07]; GO:0005515[6.7e-38]; GO:0004672[2.1e-07]; GO:0005524[2.1e-07]
Eucgr.E03946.1.p	GO:0006468,GO:0030247,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0030247[polysaccharide binding]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[1.6e-29]; GO:0030247[7.9e-22]; GO:0004672[1.6e-29]; GO:0005524[1.6e-29]
Eucgr.E03951.1.p	GO:0003677,GO:0032968,GO:0005634,GO:0006367	GO:0003677[DNA binding]; GO:0032968[positive regulation of transcription elongation from RNA polymerase II promoter]; GO:0005634[nucleus]; GO:0006367[transcription initiation from RNA polymerase II promoter]	GO:0003677[2e-145]; GO:0032968[2e-145]; GO:0005634[2e-145]; GO:0006367[2e-145]
Eucgr.E03951.2.p	GO:0003677,GO:0032968,GO:0005634,GO:0006367	GO:0003677[DNA binding]; GO:0032968[positive regulation of transcription elongation from RNA polymerase II promoter]; GO:0005634[nucleus]; GO:0006367[transcription initiation from RNA polymerase II promoter]	GO:0003677[1e-142]; GO:0032968[1e-142]; GO:0005634[1e-142]; GO:0006367[1e-142]
Eucgr.E03952.1.p	-	-	-
Eucgr.E03954.1.p	-	-	-
Eucgr.E03969.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[8.4e-09]
Eucgr.E03972.1.p	GO:0006468,GO:0048544,GO:0004672,GO:0004674,GO:0005524	GO:0006468[protein phosphorylation]; GO:0048544[recognition of pollen]; GO:0004672[protein kinase activity]; GO:0004674[protein serine/threonine kinase activity]; GO:0005524[ATP binding]	GO:0006468[2.5e-47]; GO:0048544[5e-24]; GO:0004672[2.5e-47]; GO:0004674[4.5e-07]; GO:0005524[1.4e-44]
Eucgr.E03976.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[7.4e-11]
Eucgr.E03980.1.p	GO:0005515,GO:0008270,GO:0046872	GO:0005515[protein binding]; GO:0008270[zinc ion binding]; GO:0046872[metal ion binding]	GO:0005515[3.2e-05]; GO:0008270[3.2e-05]; GO:0046872[6.4e-07]
Eucgr.E03981.1.p	-	-	-
Eucgr.E03982.1.p	-	-	-
Eucgr.E03986.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[1.3e-16]
Eucgr.E03986.2.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[8e-17]
Eucgr.E03989.1.p	-	-	-
Eucgr.E03991.1.p	-	-	-
Eucgr.E03992.1.p	GO:0050080,GO:0006633	GO:0050080[malonyl-CoA decarboxylase activity]; GO:0006633[fatty acid biosynthetic process]	GO:0050080[1.9e-112]; GO:0006633[1.9e-112]
Eucgr.E03995.1.p	GO:0008299,GO:0050080,GO:0006633	GO:0008299[isoprenoid biosynthetic process]; GO:0050080[malonyl-CoA decarboxylase activity]; GO:0006633[fatty acid biosynthetic process]	GO:0008299[2.6e-13]; GO:0050080[2.4e-30]; GO:0006633[2.4e-30]
Eucgr.E03996.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[1.7e-33]; GO:0004672[1.7e-33]; GO:0005524[1.7e-33]
Eucgr.E03999.1.p	GO:0004601,GO:0020037,GO:0055114,GO:0006979	GO:0004601[peroxidase activity]; GO:0020037[heme binding]; GO:0055114[oxidation-reduction process]; GO:0006979[response to oxidative stress]	GO:0004601[5.2e-60]; GO:0020037[5.2e-60]; GO:0055114[5.2e-60]; GO:0006979[5.2e-60]
Eucgr.E04000.1.p	-	-	-
Eucgr.E04002.1.p	GO:0006950,GO:0005516	GO:0006950[response to stress]; GO:0005516[calmodulin binding]	GO:0006950[7.3e-92]; GO:0005516[7.3e-92]
Eucgr.E04006.1.p	-	-	-
Eucgr.E04008.1.p	-	-	-
Eucgr.E04009.1.p	-	-	-
Eucgr.E04010.1.p	GO:0030247	GO:0030247[polysaccharide binding]	GO:0030247[1.4e-16]
Eucgr.E04012.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[4.6e-51]; GO:0004672[4.6e-51]; GO:0005524[4.6e-51]
Eucgr.E04013.1.p	GO:0016021,GO:0055085	GO:0016021[integral component of membrane]; GO:0055085[transmembrane transport]	GO:0016021[3.7e-41]; GO:0055085[3.7e-41]
Eucgr.E04016.1.p	-	-	-
Eucgr.E04019.1.p	GO:0016021,GO:0055085	GO:0016021[integral component of membrane]; GO:0055085[transmembrane transport]	GO:0016021[4.5e-35]; GO:0055085[4.5e-35]
Eucgr.E04023.1.p	GO:0016021,GO:0055085	GO:0016021[integral component of membrane]; GO:0055085[transmembrane transport]	GO:0016021[2.5e-42]; GO:0055085[2.5e-42]
Eucgr.E04023.2.p	GO:0016021,GO:0055085	GO:0016021[integral component of membrane]; GO:0055085[transmembrane transport]	GO:0016021[2.6e-29]; GO:0055085[2.6e-29]
Eucgr.E04024.1.p	GO:0005783,GO:0016021,GO:0006886	GO:0005783[endoplasmic reticulum]; GO:0016021[integral component of membrane]; GO:0006886[intracellular protein transport]	GO:0005783[1.1e-10]; GO:0016021[1.1e-10]; GO:0006886[1.1e-10]
Eucgr.E04025.1.p	-	-	-
Eucgr.E04027.1.p	-	-	-
Eucgr.E04028.1.p	-	-	-
Eucgr.E04030.1.p	-	-	-
Eucgr.E04032.1.p	-	-	-
Eucgr.E04033.1.p	-	-	-
Eucgr.E04034.1.p	-	-	-
Eucgr.E04035.1.p	-	-	-
Eucgr.E04038.1.p	-	-	-
Eucgr.E04041.1.p	-	-	-
Eucgr.E04042.1.p	GO:0004553,GO:0005975	GO:0004553[hydrolase activity, hydrolyzing O-glycosyl compounds]; GO:0005975[carbohydrate metabolic process]	GO:0004553[1.3e-74]; GO:0005975[1.3e-74]
Eucgr.E04051.1.p	GO:0005737,GO:0000045	GO:0005737[cytoplasm]; GO:0000045[autophagosome assembly]	GO:0005737[2.6e-05]; GO:0000045[2.6e-05]
Eucgr.E04051.2.p	GO:0005737,GO:0000045	GO:0005737[cytoplasm]; GO:0000045[autophagosome assembly]	GO:0005737[2.6e-05]; GO:0000045[2.6e-05]
Eucgr.E04051.3.p	GO:0005737,GO:0000045	GO:0005737[cytoplasm]; GO:0000045[autophagosome assembly]	GO:0005737[2e-05]; GO:0000045[2e-05]
Eucgr.E04051.4.p	GO:0005737,GO:0000045	GO:0005737[cytoplasm]; GO:0000045[autophagosome assembly]	GO:0005737[2e-05]; GO:0000045[2e-05]
Eucgr.E04053.1.p	GO:0045261,GO:0015986,GO:0046933,GO:0046961	GO:0045261[proton-transporting ATP synthase complex, catalytic core F(1)]; GO:0015986[ATP synthesis coupled proton transport]; GO:0046933[proton-transporting ATP synthase activity, rotational mechanism]; GO:0046961[proton-transporting ATPase activity, rotational mechanism]	GO:0045261[6.5e-91]; GO:0015986[6.5e-91]; GO:0046933[6.5e-91]; GO:0046961[6.5e-91]
Eucgr.E04054.1.p	-	-	-
Eucgr.E04054.2.p	-	-	-
Eucgr.E04057.1.p	GO:0006468,GO:0004672,GO:0005509,GO:0005524,GO:0005515,GO:0007165,GO:0005578	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005509[calcium ion binding]; GO:0005524[ATP binding]; GO:0005515[protein binding]; GO:0007165[signal transduction]; GO:0005578[proteinaceous extracellular matrix]	GO:0006468[4.5e-72]; GO:0004672[4.5e-72]; GO:0005509[1.2e-34]; GO:0005524[4.5e-72]; GO:0005515[6.4e-09]; GO:0007165[1.2e-34]; GO:0005578[1.2e-34]
Eucgr.E04057.2.p	GO:0006468,GO:0004672,GO:0005509,GO:0005524,GO:0005515,GO:0007165,GO:0005578	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005509[calcium ion binding]; GO:0005524[ATP binding]; GO:0005515[protein binding]; GO:0007165[signal transduction]; GO:0005578[proteinaceous extracellular matrix]	GO:0006468[4.5e-72]; GO:0004672[4.5e-72]; GO:0005509[1.5e-34]; GO:0005524[4.5e-72]; GO:0005515[5.9e-09]; GO:0007165[1.5e-34]; GO:0005578[1.5e-34]
Eucgr.E04057.3.p	GO:0006468,GO:0004672,GO:0005509,GO:0005524,GO:0005515,GO:0007165,GO:0005578	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005509[calcium ion binding]; GO:0005524[ATP binding]; GO:0005515[protein binding]; GO:0007165[signal transduction]; GO:0005578[proteinaceous extracellular matrix]	GO:0006468[6.2e-69]; GO:0004672[6.2e-69]; GO:0005509[1.4e-34]; GO:0005524[6.2e-69]; GO:0005515[5.6e-09]; GO:0007165[1.4e-34]; GO:0005578[1.4e-34]
Eucgr.E04068.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[4.8e-12]
Eucgr.E04077.1.p	-	-	-
Eucgr.E04077.2.p	-	-	-
Eucgr.E04077.3.p	-	-	-
Eucgr.E04077.4.p	-	-	-
Eucgr.E04077.5.p	-	-	-
Eucgr.E04078.1.p	-	-	-
Eucgr.E04079.1.p	-	-	-
Eucgr.E04085.1.p	-	-	-
Eucgr.E04085.2.p	-	-	-
Eucgr.E04086.1.p	GO:0006468,GO:0004674,GO:0004672	GO:0006468[protein phosphorylation]; GO:0004674[protein serine/threonine kinase activity]; GO:0004672[protein kinase activity]	GO:0006468[3.8e-08]; GO:0004674[5.6e-07]; GO:0004672[3.8e-08]
Eucgr.E04091.1.p	GO:0006629,GO:0005515	GO:0006629[lipid metabolic process]; GO:0005515[protein binding]	GO:0006629[5e-20]; GO:0005515[1.1e-08]
Eucgr.E04097.1.p	-	-	-
Eucgr.E04100.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[1.9e-05]
Eucgr.E04101.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[7.7e-07]
Eucgr.E04101.2.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[7.7e-07]
Eucgr.E04102.1.p	GO:0009982,GO:0009451,GO:0001522,GO:0003723	GO:0009982[pseudouridine synthase activity]; GO:0009451[RNA modification]; GO:0001522[pseudouridine synthesis]; GO:0003723[RNA binding]	GO:0009982[7.8e-23]; GO:0009451[7.8e-23]; GO:0001522[7.8e-23]; GO:0003723[7.8e-23]
Eucgr.E04102.2.p	GO:0009982,GO:0009451,GO:0001522,GO:0003723	GO:0009982[pseudouridine synthase activity]; GO:0009451[RNA modification]; GO:0001522[pseudouridine synthesis]; GO:0003723[RNA binding]	GO:0009982[7.8e-23]; GO:0009451[7.8e-23]; GO:0001522[7.8e-23]; GO:0003723[7.8e-23]
Eucgr.E04106.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[1.1e-07]
Eucgr.E04108.1.p	GO:0008289,GO:0003677	GO:0008289[lipid binding]; GO:0003677[DNA binding]	GO:0008289[2e-56]; GO:0003677[9.8e-18]
Eucgr.E04109.1.p	-	-	-
Eucgr.E04110.1.p	GO:0016049,GO:0031225,GO:0010215	GO:0016049[cell growth]; GO:0031225[anchored component of membrane]; GO:0010215[cellulose microfibril organization]	GO:0016049[1.6e-60]; GO:0031225[1.6e-60]; GO:0010215[1.6e-60]
Eucgr.E04113.1.p	-	-	-
Eucgr.E04115.1.p	-	-	-
Eucgr.E04125.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[2e-21]; GO:0004672[2e-21]; GO:0005524[2.6e-20]
Eucgr.E04126.1.p	GO:0006468,GO:0004674,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004674[protein serine/threonine kinase activity]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[1e-47]; GO:0004674[2.6e-07]; GO:0004672[1e-47]; GO:0005524[9.2e-47]
Eucgr.E04129.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[1.6e-47]; GO:0004672[1.6e-47]; GO:0005524[1.4e-46]
Eucgr.E04130.1.p	GO:0006468,GO:0004674,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004674[protein serine/threonine kinase activity]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[8.4e-47]; GO:0004674[1.9e-05]; GO:0004672[8.4e-47]; GO:0005524[9.9e-44]
Eucgr.E04134.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[2e-35]; GO:0004672[2e-35]; GO:0005524[1.5e-34]
Eucgr.E04137.1.p	GO:0006468,GO:0048544,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0048544[recognition of pollen]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[6.5e-47]; GO:0048544[6.9e-24]; GO:0004672[6.5e-47]; GO:0005524[1.7e-44]
Eucgr.E04137.2.p	GO:0006468,GO:0048544,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0048544[recognition of pollen]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[1.9e-33]; GO:0048544[6.7e-24]; GO:0004672[1.9e-33]; GO:0005524[1.9e-33]
Eucgr.E04137.3.p	GO:0006468,GO:0048544,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0048544[recognition of pollen]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[1.5e-33]; GO:0048544[5.3e-24]; GO:0004672[1.5e-33]; GO:0005524[1.5e-33]
Eucgr.E04138.1.p	GO:0006468,GO:0048544,GO:0004672,GO:0004674,GO:0005524	GO:0006468[protein phosphorylation]; GO:0048544[recognition of pollen]; GO:0004672[protein kinase activity]; GO:0004674[protein serine/threonine kinase activity]; GO:0005524[ATP binding]	GO:0006468[2.3e-49]; GO:0048544[1.5e-24]; GO:0004672[2.3e-49]; GO:0004674[1.1e-05]; GO:0005524[4.1e-45]
Eucgr.E04140.1.p	GO:0006468,GO:0048544,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0048544[recognition of pollen]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[6.4e-48]; GO:0048544[1.8e-25]; GO:0004672[6.4e-48]; GO:0005524[4.8e-45]
Eucgr.E04141.1.p	-	-	-
Eucgr.E04142.1.p	GO:0006468,GO:0048544,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0048544[recognition of pollen]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[8.9e-47]; GO:0048544[3.4e-24]; GO:0004672[8.9e-47]; GO:0005524[5.1e-43]
Eucgr.E04147.1.p	GO:0006468,GO:0048544,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0048544[recognition of pollen]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[8.3e-47]; GO:0048544[1.7e-24]; GO:0004672[8.3e-47]; GO:0005524[1e-43]
Eucgr.E04150.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[2.2e-43]; GO:0004672[2.2e-43]; GO:0005524[1.5e-38]
Eucgr.E04151.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[9.8e-26]; GO:0004672[9.8e-26]; GO:0005524[9.8e-26]
Eucgr.E04152.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[5.4e-51]; GO:0004672[5.4e-51]; GO:0005524[1.9e-44]
Eucgr.E04153.1.p	-	-	-
Eucgr.E04153.2.p	-	-	-
Eucgr.E04156.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[8e-46]; GO:0004672[8e-46]; GO:0005524[1.6e-43]
Eucgr.E04156.2.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[4.2e-15]; GO:0004672[4.2e-15]; GO:0005524[4.3e-13]
Eucgr.E04157.1.p	-	-	-
Eucgr.E04160.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[2.1e-29]; GO:0004672[2.1e-29]; GO:0005524[2.1e-29]
Eucgr.E04165.1.p	-	-	-
Eucgr.E04169.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[4.6e-26]; GO:0004672[4.6e-26]; GO:0005524[4.6e-26]
Eucgr.E04172.1.p	-	-	-
Eucgr.E04173.1.p	-	-	-
Eucgr.E04176.1.p	-	-	-
Eucgr.E04178.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[4.2e-49]; GO:0004672[4.2e-49]; GO:0005524[4e-44]
Eucgr.E04179.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[3.2e-28]; GO:0004672[3.2e-28]; GO:0005524[5.2e-28]
Eucgr.E04185.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[6.8e-48]; GO:0004672[6.8e-48]; GO:0005524[7.3e-45]
Eucgr.E04193.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[7.1e-43]; GO:0004672[7.1e-43]; GO:0005524[8.6e-42]
Eucgr.E04194.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[1.9e-15]; GO:0004672[1.9e-15]; GO:0005524[9.1e-14]
Eucgr.E04199.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[6.1e-34]; GO:0004672[6.1e-34]; GO:0005524[1.4e-32]
Eucgr.E04201.1.p	-	-	-
Eucgr.E04206.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[8.9e-22]; GO:0043531[4.8e-28]; GO:0007165[8.9e-22]
Eucgr.E04208.1.p	GO:0030001,GO:0046872	GO:0030001[metal ion transport]; GO:0046872[metal ion binding]	GO:0030001[2.3e-07]; GO:0046872[2.3e-07]
Eucgr.E04215.1.p	GO:0005507,GO:0016491,GO:0055114	GO:0005507[copper ion binding]; GO:0016491[oxidoreductase activity]; GO:0055114[oxidation-reduction process]	GO:0005507[2.4e-41]; GO:0016491[2.4e-41]; GO:0055114[2.4e-41]
Eucgr.E04217.1.p	GO:0005507,GO:0016491,GO:0055114	GO:0005507[copper ion binding]; GO:0016491[oxidoreductase activity]; GO:0055114[oxidation-reduction process]	GO:0005507[6.2e-40]; GO:0016491[1.9e-41]; GO:0055114[1.9e-41]
Eucgr.E04218.1.p	GO:0005507,GO:0016491,GO:0055114	GO:0005507[copper ion binding]; GO:0016491[oxidoreductase activity]; GO:0055114[oxidation-reduction process]	GO:0005507[7.3e-40]; GO:0016491[8.2e-41]; GO:0055114[8.2e-41]
Eucgr.E04223.1.p	GO:0005634	GO:0005634[nucleus]	GO:0005634[3.1e-05]
Eucgr.E04224.1.p	GO:0005634	GO:0005634[nucleus]	GO:0005634[3.5e-08]
Eucgr.E04226.1.p	-	-	-
Eucgr.E04226.2.p	-	-	-
Eucgr.E04227.1.p	GO:0005525,GO:0007264	GO:0005525[GTP binding]; GO:0007264[small GTPase mediated signal transduction]	GO:0005525[7.8e-63]; GO:0007264[7.8e-63]
Eucgr.E04227.2.p	GO:0005525,GO:0007264	GO:0005525[GTP binding]; GO:0007264[small GTPase mediated signal transduction]	GO:0005525[2.4e-61]; GO:0007264[2.4e-61]
Eucgr.E04230.1.p	-	-	-
Eucgr.E04232.1.p	-	-	-
Eucgr.E04232.2.p	-	-	-
Eucgr.E04234.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[4.2e-12]
Eucgr.E04235.1.p	-	-	-
Eucgr.E04238.1.p	-	-	-
Eucgr.E04240.1.p	GO:0016021,GO:0015299,GO:0006812,GO:0055085	GO:0016021[integral component of membrane]; GO:0015299[solute:proton antiporter activity]; GO:0006812[cation transport]; GO:0055085[transmembrane transport]	GO:0016021[3.3e-14]; GO:0015299[3.3e-14]; GO:0006812[3.3e-14]; GO:0055085[3.3e-14]
Eucgr.E04241.1.p	GO:0016021,GO:0015299,GO:0006812,GO:0055085	GO:0016021[integral component of membrane]; GO:0015299[solute:proton antiporter activity]; GO:0006812[cation transport]; GO:0055085[transmembrane transport]	GO:0016021[1.8e-30]; GO:0015299[1.8e-30]; GO:0006812[1.8e-30]; GO:0055085[1.8e-30]
Eucgr.E04246.1.p	GO:0046983	GO:0046983[protein dimerization activity]	GO:0046983[4e-11]
Eucgr.E04247.1.p	GO:0046983	GO:0046983[protein dimerization activity]	GO:0046983[1e-10]
Eucgr.E04250.1.p	-	-	-
Eucgr.E04253.1.p	-	-	-
Eucgr.E04257.1.p	-	-	-
Eucgr.E04265.1.p	GO:0005543	GO:0005543[phospholipid binding]	GO:0005543[1.9e-65]
Eucgr.E04266.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[9.7e-24]
Eucgr.E04267.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[3.6e-05]
Eucgr.E04269.1.p	-	-	-
Eucgr.E04272.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[2.7e-30]
Eucgr.E04273.1.p	GO:0005543	GO:0005543[phospholipid binding]	GO:0005543[4.7e-56]
Eucgr.E04274.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[1.6e-26]
Eucgr.E04277.1.p	-	-	-
Eucgr.E04282.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[1.6e-11]
Eucgr.E04289.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[1.3e-38]
Eucgr.E04292.1.p	-	-	-
Eucgr.E04293.1.p	-	-	-
Eucgr.E04294.1.p	-	-	-
Eucgr.E04296.1.p	-	-	-
Eucgr.E04299.1.p	GO:0016817	GO:0016817[hydrolase activity, acting on acid anhydrides]	GO:0016817[1.2e-12]
Eucgr.E04301.1.p	GO:0016020,GO:0071805,GO:0015079	GO:0016020[membrane]; GO:0071805[potassium ion transmembrane transport]; GO:0015079[potassium ion transmembrane transporter activity]	GO:0016020[2.2e-182]; GO:0071805[2.2e-182]; GO:0015079[2.2e-182]
Eucgr.E04301.2.p	GO:0016020,GO:0071805,GO:0015079	GO:0016020[membrane]; GO:0071805[potassium ion transmembrane transport]; GO:0015079[potassium ion transmembrane transporter activity]	GO:0016020[8.2e-188]; GO:0071805[8.2e-188]; GO:0015079[8.2e-188]
Eucgr.E04301.3.p	GO:0016020,GO:0071805,GO:0015079	GO:0016020[membrane]; GO:0071805[potassium ion transmembrane transport]; GO:0015079[potassium ion transmembrane transporter activity]	GO:0016020[8.2e-188]; GO:0071805[8.2e-188]; GO:0015079[8.2e-188]
Eucgr.E04305.1.p	GO:0008171,GO:0046983	GO:0008171[O-methyltransferase activity]; GO:0046983[protein dimerization activity]	GO:0008171[1.8e-63]; GO:0046983[2.6e-20]
Eucgr.E04307.1.p	GO:0005634	GO:0005634[nucleus]	GO:0005634[3e-30]
Eucgr.E04307.2.p	GO:0005634	GO:0005634[nucleus]	GO:0005634[3e-30]
Eucgr.E04308.1.p	GO:0008152,GO:0070569	GO:0008152[metabolic process]; GO:0070569[uridylyltransferase activity]	GO:0008152[4.2e-46]; GO:0070569[4.2e-46]
Eucgr.E04308.2.p	GO:0008152,GO:0070569	GO:0008152[metabolic process]; GO:0070569[uridylyltransferase activity]	GO:0008152[7.4e-43]; GO:0070569[7.4e-43]
Eucgr.E04308.3.p	GO:0008152,GO:0070569	GO:0008152[metabolic process]; GO:0070569[uridylyltransferase activity]	GO:0008152[8.6e-42]; GO:0070569[8.6e-42]
Eucgr.E04308.4.p	GO:0008152,GO:0070569	GO:0008152[metabolic process]; GO:0070569[uridylyltransferase activity]	GO:0008152[8e-41]; GO:0070569[8e-41]
Eucgr.E04309.1.p	-	-	-
Eucgr.E04311.1.p	GO:0005680,GO:0005515,GO:0008270,GO:0004842,GO:0046872	GO:0005680[anaphase-promoting complex]; GO:0005515[protein binding]; GO:0008270[zinc ion binding]; GO:0004842[ubiquitin-protein transferase activity]; GO:0046872[metal ion binding]	GO:0005680[3.8e-06]; GO:0005515[5.9e-15]; GO:0008270[5.9e-15]; GO:0004842[3.8e-06]; GO:0046872[7.3e-06]
Eucgr.E04314.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[2.7e-05]
Eucgr.E04315.1.p	GO:0016758,GO:0008152	GO:0016758[transferase activity, transferring hexosyl groups]; GO:0008152[metabolic process]	GO:0016758[1.8e-23]; GO:0008152[1.8e-23]
Eucgr.E04319.1.p	-	-	-
Eucgr.E04320.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[4.9e-40]; GO:0004672[4.9e-40]; GO:0005524[2.5e-36]
Eucgr.E04321.1.p	-	-	-
Eucgr.E04321.2.p	-	-	-
Eucgr.E04321.3.p	-	-	-
Eucgr.E04321.4.p	-	-	-
Eucgr.E04326.1.p	-	-	-
Eucgr.E04327.1.p	GO:0008725,GO:0006284	GO:0008725[DNA-3-methyladenine glycosylase activity]; GO:0006284[base-excision repair]	GO:0008725[9.6e-61]; GO:0006284[9.6e-61]
Eucgr.E04331.1.p	GO:0016020,GO:0016021	GO:0016020[membrane]; GO:0016021[integral component of membrane]	GO:0016020[2.5e-05]; GO:0016021[2.5e-05]
Eucgr.E04332.1.p	GO:0034314,GO:0015629,GO:0005885,GO:0030833	GO:0034314[Arp2/3 complex-mediated actin nucleation]; GO:0015629[actin cytoskeleton]; GO:0005885[Arp2/3 protein complex]; GO:0030833[regulation of actin filament polymerization]	GO:0034314[3e-57]; GO:0015629[3e-57]; GO:0005885[3e-57]; GO:0030833[3e-57]
